Script started on Mon 09 May 2011 01:32:48 PM EDT
]0;mgreen@virtualbuntu: ~/dropbox/school/intro_Unix/final[01;32mmgreen@virtualbuntu[00m:[01;34m~/dropbox/school/intro_Unix/final[00m$ ls
[0m[01;32mcomponents.py[0m   [01;32mECE2524_Final-1.pdf[0m  [34;42mngspice-22[0m         [01;32moutput.dat[0m   [01;32mseries_rlc.cir[0m
[01;32mcomponents.pyc[0m  [01;32mmyspice.py[0m           [01;32mngspice-22.tar.gz[0m  [01;32mreports.txt[0m  [01;32mtypescript[0m
]0;mgreen@virtualbuntu: ~/dropbox/school/intro_Unix/final[01;32mmgreen@virtualbuntu[00m:[01;34m~/dropbox/school/intro_Unix/final[00m$ cd[K[Ksudoa ptg-[K[K[K[K[K[K apt-get int[Kstall autoconf libtools libx11-dev libxaw7-dev
[sudo] password for mgreen: 
Reading package lists... 0%Reading package lists... 0%Reading package lists... 4%Reading package lists... Done
Building dependency tree... 0%Building dependency tree... 0%Building dependency tree... 0%Building dependency tree... 50%Building dependency tree... 50%Building dependency tree       
Reading state information... 0%Reading state information... 0%Reading state information... Done
E: Unable to locate package libtools
]0;mgreen@virtualbuntu: ~/dropbox/school/intro_Unix/final[01;32mmgreen@virtualbuntu[00m:[01;34m~/dropbox/school/intro_Unix/final[00m$ sudo apt-get install autoconf libtools libx11-dev libxaw7-dev[1P
Reading package lists... 0%Reading package lists... 100%Reading package lists... Done
Building dependency tree... 0%Building dependency tree... 0%Building dependency tree... 50%Building dependency tree... 50%Building dependency tree       
Reading state information... 0%Reading state information... 0%Reading state information... Done
autoconf is already the newest version.
libtool is already the newest version.
libx11-dev is already the newest version.
libxaw7-dev is already the newest version.
0 upgraded, 0 newly installed, 0 to remove and 0 not upgraded.
]0;mgreen@virtualbuntu: ~/dropbox/school/intro_Unix/final[01;32mmgreen@virtualbuntu[00m:[01;34m~/dropbox/school/intro_Unix/final[00m$ wget http://downloads.sourceforge.net/project/ngspice/ng-spice-rework/22/ngspice-22.tar. gz
-rw-r--r-- 0/0              45 2010-10-04 17:30 ngspice-22/m4/CVS/Entries
-rw-r--r-- 0/0              27 2010-10-04 17:30 ngspice-22/m4/CVS/Repository
-rw-r--r-- 0/0              64 2010-10-04 17:30 ngspice-22/m4/CVS/Root
-rw-r--r-- 0/0           11938 2010-10-04 17:32 ngspice-22/m4/ltoptions.m4
-rw-r--r-- 0/0            4372 2010-10-04 17:32 ngspice-22/m4/ltsugar.m4
-rw-r--r-- 0/0            5707 2010-10-04 17:32 ngspice-22/m4/lt~obsolete.m4
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/tests/
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/tests/bsim4/
-rw-r--r-- 0/0             310 2009-03-07 11:10 ngspice-22/tests/bsim4/test7.cir
-rw-r--r-- 0/0           13887 2009-03-07 13:43 ngspice-22/tests/bsim4/comprt.out
-rw-r--r-- 0/0            2700 2009-03-07 13:43 ngspice-22/tests/bsim4/opamp.out
-rw-r--r-- 0/0            7713 2009-03-07 11:10 ngspice-22/tests/bsim4/test6.out
-rw-r--r-- 0/0             282 2009-03-07 13:43 ngspice-22/tests/bsim4/gstage.cir
-rw-r--r-- 0/0            6739 2009-03-07 13:43 ngspice-22/tests/bsim4/modelcard.nmos
-rw-r--r-- 0/0             291 2009-03-07 04:57 ngspice-22/tests/bsim4/test2.cir
-rw-r--r-- 0/0             306 2009-03-07 11:10 ngspice-22/tests/bsim4/test6.cir
-rw-r--r-- 0/0            9084 2009-03-07 11:10 ngspice-22/tests/bsim4/test4.out
-rw-r--r-- 0/0           21608 2009-03-07 13:43 ngspice-22/tests/bsim4/test14.out
-rw-r--r-- 0/0             294 2009-03-07 05:01 ngspice-22/tests/bsim4/test9.cir
-rw-r--r-- 0/0            3005 2009-03-08 10:10 ngspice-22/tests/bsim4/gstage.out
-rw-r--r-- 0/0             537 2009-03-07 04:57 ngspice-22/tests/bsim4/Makefile.am
-rw-r--r-- 0/0             620 2009-03-07 13:43 ngspice-22/tests/bsim4/opamp.cir
-rw-r--r-- 0/0             344 2009-03-07 13:43 ngspice-22/tests/bsim4/test8.cir
-rw-r--r-- 0/0           21608 2009-03-07 11:10 ngspice-22/tests/bsim4/test5.out
-rw-r--r-- 0/0             300 2009-03-07 13:43 ngspice-22/tests/bsim4/test11.cir
-rw-r--r-- 0/0            4850 2009-03-07 04:57 ngspice-22/tests/bsim4/oneshot.out
-rw-r--r-- 0/0           20376 2009-03-07 13:43 ngspice-22/tests/bsim4/test10.out
-rw-r--r-- 0/0            1021 2009-03-07 04:57 ngspice-22/tests/bsim4/oneshot.cir
-rw-r--r-- 0/0             283 2009-03-07 11:10 ngspice-22/tests/bsim4/test4.cir
-rw-r--r-- 0/0             291 2009-03-07 11:10 ngspice-22/tests/bsim4/test3.cir
-rw-r--r-- 0/0           12683 2009-03-07 13:43 ngspice-22/tests/bsim4/test8.out
-rw-r--r-- 0/0             308 2009-03-07 13:43 ngspice-22/tests/bsim4/test13.cir
-rw-r--r-- 0/0           12683 2009-03-07 04:57 ngspice-22/tests/bsim4/test1.out
-rw-r--r-- 0/0            6771 2009-03-07 13:43 ngspice-22/tests/bsim4/modelcard.pmos
-rw-r--r-- 0/0           17465 2009-03-07 13:43 ngspice-22/tests/bsim4/test11.out
-rw-r--r-- 0/0            1081 2009-03-07 13:43 ngspice-22/tests/bsim4/comprt.cir
-rw-r--r-- 0/0             308 2009-03-07 13:43 ngspice-22/tests/bsim4/test14.cir
-rw-r--r-- 0/0             297 2009-03-07 11:10 ngspice-22/tests/bsim4/test5.cir
-rw-r--r-- 0/0            3302 2009-03-07 13:43 ngspice-22/tests/bsim4/ro_17.cir
-rw-r--r-- 0/0           18708 2009-03-07 13:43 ngspice-22/tests/bsim4/ro_17.out
-rw-r--r-- 0/0             295 2009-03-07 13:43 ngspice-22/tests/bsim4/test12.cir
-rw-r--r-- 0/0           13493 2010-10-04 17:32 ngspice-22/tests/bsim4/Makefile.in
-rw-r--r-- 0/0           21608 2009-03-07 11:10 ngspice-22/tests/bsim4/test7.out
-rw-r--r-- 0/0             337 2009-03-07 04:57 ngspice-22/tests/bsim4/test1.cir
-rw-r--r-- 0/0           21608 2009-03-07 13:43 ngspice-22/tests/bsim4/test13.out
-rw-r--r-- 0/0           21608 2009-03-07 13:43 ngspice-22/tests/bsim4/test12.out
-rw-r--r-- 0/0           19901 2009-03-07 04:57 ngspice-22/tests/bsim4/test2.out
-rw-r--r-- 0/0           20376 2009-03-07 11:10 ngspice-22/tests/bsim4/test3.out
-rw-r--r-- 0/0           14730 2009-03-07 05:01 ngspice-22/tests/bsim4/test9.out
-rw-r--r-- 0/0             297 2009-03-07 13:43 ngspice-22/tests/bsim4/test10.cir
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/tests/bsim3soi/
-rw-r--r-- 0/0             392 2010-02-21 08:44 ngspice-22/tests/bsim3soi/test7.cir
-rw-r--r-- 0/0           17620 2009-04-19 06:21 ngspice-22/tests/bsim3soi/test6.out
-rw-r--r-- 0/0             391 2010-02-21 08:44 ngspice-22/tests/bsim3soi/test2.cir
-rw-r--r-- 0/0             398 2010-02-21 08:44 ngspice-22/tests/bsim3soi/test6.cir
-rw-r--r-- 0/0            6350 2009-04-19 06:21 ngspice-22/tests/bsim3soi/test4.out
-rw-r--r-- 0/0             546 2010-09-17 12:24 ngspice-22/tests/bsim3soi/Makefile.am
-rw-r--r-- 0/0             405 2010-02-21 08:44 ngspice-22/tests/bsim3soi/test8.cir
-rw-r--r-- 0/0           17604 2009-04-19 06:21 ngspice-22/tests/bsim3soi/test5.out
-rw-r--r-- 0/0            4554 2010-02-21 08:44 ngspice-22/tests/bsim3soi/nmos4p3.mod
-rw-r--r-- 0/0            4549 2010-02-21 08:44 ngspice-22/tests/bsim3soi/pmos4p3.mod
-rw-r--r-- 0/0             405 2010-02-21 08:44 ngspice-22/tests/bsim3soi/inv_tr.cir
-rw-r--r-- 0/0             398 2010-02-21 08:44 ngspice-22/tests/bsim3soi/test4.cir
-rw-r--r-- 0/0            1721 2009-04-19 06:21 ngspice-22/tests/bsim3soi/inv_dc.out
-rw-r--r-- 0/0             385 2010-02-21 08:44 ngspice-22/tests/bsim3soi/test3.cir
-rw-r--r-- 0/0            6286 2009-04-19 06:21 ngspice-22/tests/bsim3soi/test8.out
-rw-r--r-- 0/0           59544 2010-02-21 08:44 ngspice-22/tests/bsim3soi/test1.out
-rw-r--r-- 0/0           36595 2009-04-19 06:21 ngspice-22/tests/bsim3soi/ring51_41.out
-rw-r--r-- 0/0             391 2010-02-21 08:44 ngspice-22/tests/bsim3soi/test5.cir
-rw-r--r-- 0/0           13483 2010-10-04 17:32 ngspice-22/tests/bsim3soi/Makefile.in
-rw-r--r-- 0/0            6258 2009-04-19 06:21 ngspice-22/tests/bsim3soi/test7.out
-rw-r--r-- 0/0             404 2010-02-21 08:44 ngspice-22/tests/bsim3soi/test1.cir
-rw-r--r-- 0/0            4313 2009-04-19 06:21 ngspice-22/tests/bsim3soi/inv_tr.out
-rw-r--r-- 0/0           17684 2009-04-19 06:21 ngspice-22/tests/bsim3soi/test2.out
-rw-r--r-- 0/0            6322 2009-04-19 06:21 ngspice-22/tests/bsim3soi/test3.out
-rw-r--r-- 0/0             352 2010-02-21 08:44 ngspice-22/tests/bsim3soi/inv_dc.cir
-rw-r--r-- 0/0            1057 2010-02-21 08:44 ngspice-22/tests/bsim3soi/ring51_41.cir
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/tests/mesa/
-rw-r--r-- 0/0             716 2009-02-22 14:29 ngspice-22/tests/mesa/mesinv.cir
-rw-r--r-- 0/0            2333 2004-08-09 11:28 ngspice-22/tests/mesa/mesa14.out
-rw-r--r-- 0/0             339 2009-02-22 14:29 ngspice-22/tests/mesa/mesa21.cir
-rw-r--r-- 0/0             319 2009-02-22 14:29 ngspice-22/tests/mesa/mesa14.cir
-rw-r--r-- 0/0            5949 2001-12-07 10:02 ngspice-22/tests/mesa/mesgout.out
-rw-r--r-- 0/0             413 2010-09-17 12:24 ngspice-22/tests/mesa/Makefile.am
-rw-r--r-- 0/0             218 2009-02-22 14:29 ngspice-22/tests/mesa/mesa13.cir
-rw-r--r-- 0/0             371 2009-02-22 14:29 ngspice-22/tests/mesa/mesa-12.cir
-rw-r--r-- 0/0             412 2009-02-22 14:29 ngspice-22/tests/mesa/mesgout.cir
-rw-r--r-- 0/0              40 2005-08-27 14:53 ngspice-22/tests/mesa/mesa13.out
-rw-r--r-- 0/0              23 2005-08-27 14:53 ngspice-22/tests/mesa/mesa21.out
-rw-r--r-- 0/0           10143 2005-08-27 14:53 ngspice-22/tests/mesa/mesa11.out
-rw-r--r-- 0/0             772 2009-02-22 14:29 ngspice-22/tests/mesa/mesosc.cir
-rw-r--r-- 0/0             301 2009-02-22 14:29 ngspice-22/tests/mesa/mesa.cir
-rw-r--r-- 0/0            3184 2004-08-09 11:28 ngspice-22/tests/mesa/mesa.out
-rw-r--r-- 0/0            2412 2004-08-09 11:28 ngspice-22/tests/mesa/mesa15.out
-rw-r--r-- 0/0             258 2009-02-22 14:29 ngspice-22/tests/mesa/mesa15.cir
-rw-r--r-- 0/0           13344 2010-10-04 17:32 ngspice-22/tests/mesa/Makefile.in
-rw-r--r-- 0/0             316 2009-02-22 14:29 ngspice-22/tests/mesa/mesa12.cir
-rw-r--r-- 0/0            8972 2005-08-27 14:53 ngspice-22/tests/mesa/mesosc.out
-rw-r--r-- 0/0            3556 2004-08-09 11:28 ngspice-22/tests/mesa/mesinv.out
-rw-r--r-- 0/0             341 2009-02-22 14:29 ngspice-22/tests/mesa/mesa11.cir
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/tests/bsim3soifd/
-rw-r--r-- 0/0             292 2009-02-22 14:29 ngspice-22/tests/bsim3soifd/t4.cir
-rw-r--r-- 0/0           47712 2004-08-09 11:37 ngspice-22/tests/bsim3soifd/t4.out
-rw-r--r-- 0/0            2074 2004-08-09 11:37 ngspice-22/tests/bsim3soifd/pmosfd.mod
-rw-r--r-- 0/0             365 2010-09-17 12:24 ngspice-22/tests/bsim3soifd/Makefile.am
-rw-r--r-- 0/0            4373 2000-12-09 13:18 ngspice-22/tests/bsim3soifd/lib.h
-rw-r--r-- 0/0             313 2009-02-22 14:29 ngspice-22/tests/bsim3soifd/RampVg2.cir
-rw-r--r-- 0/0            2095 2004-08-09 11:37 ngspice-22/tests/bsim3soifd/nmosfd.mod
-rw-r--r-- 0/0             276 2009-02-22 14:29 ngspice-22/tests/bsim3soifd/t5.cir
-rw-r--r-- 0/0             421 2009-02-22 14:29 ngspice-22/tests/bsim3soifd/ring51.cir
-rw-r--r-- 0/0           14057 2004-08-09 11:37 ngspice-22/tests/bsim3soifd/inv2.out
-rw-r--r-- 0/0           47712 2004-08-09 11:37 ngspice-22/tests/bsim3soifd/t5.out
-rw-r--r-- 0/0             307 2009-02-22 14:29 ngspice-22/tests/bsim3soifd/inv2.cir
-rw-r--r-- 0/0           13308 2010-10-04 17:32 ngspice-22/tests/bsim3soifd/Makefile.in
-rw-r--r-- 0/0             284 2009-02-22 14:29 ngspice-22/tests/bsim3soifd/t3.cir
-rw-r--r-- 0/0           87004 2004-08-09 11:37 ngspice-22/tests/bsim3soifd/t3.out
-rw-r--r-- 0/0           50696 2004-08-09 11:37 ngspice-22/tests/bsim3soifd/RampVg2.out
-rw-r--r-- 0/0             756 2010-09-17 12:11 ngspice-22/tests/Makefile.am
drwxrwxrwx 0/0               0 2010-10-04 17:30 ngspice-22/tests/bin/
-rw-r--r-- 0/0             286 2004-08-09 11:41 ngspice-22/tests/bin/maketest.sh
drwxrwxrwx 0/0               0 2010-10-04 17:30 ngspice-22/tests/bin/CVS/
-rw-r--r-- 0/0              88 2010-10-04 17:30 ngspice-22/tests/bin/CVS/Entries
-rw-r--r-- 0/0              34 2010-10-04 17:30 ngspice-22/tests/bin/CVS/Repository
-rw-r--r-- 0/0              64 2010-10-04 17:30 ngspice-22/tests/bin/CVS/Root
-rw-r--r-- 0/0            2024 2010-01-16 17:12 ngspice-22/tests/bin/check.sh
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/tests/hisim/
-rw-r--r-- 0/0             253 2010-09-17 12:11 ngspice-22/tests/hisim/Makefile.am
-rw-r--r-- 0/0           17618 2005-08-27 14:53 ngspice-22/tests/hisim/test1.out
-rw-r--r-- 0/0           13207 2010-10-04 17:32 ngspice-22/tests/hisim/Makefile.in
-rw-r--r-- 0/0            2663 2009-02-22 14:29 ngspice-22/tests/hisim/test1.cir
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/tests/jfet/
-rw-r--r-- 0/0             209 2009-02-22 14:29 ngspice-22/tests/jfet/jfet_vds-vgs.cir
-rw-r--r-- 0/0            5591 2005-08-27 14:53 ngspice-22/tests/jfet/jfet_vds-vgs.out
-rw-r--r-- 0/0             260 2010-09-17 12:11 ngspice-22/tests/jfet/Makefile.am
-rw-r--r-- 0/0           13211 2010-10-04 17:32 ngspice-22/tests/jfet/Makefile.in
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/tests/filters/
-rw-r--r-- 0/0            4398 2004-08-09 11:32 ngspice-22/tests/filters/lowpass.out
-rw-r--r-- 0/0             257 2010-09-17 12:11 ngspice-22/tests/filters/Makefile.am
-rw-r--r-- 0/0             183 2009-02-22 14:29 ngspice-22/tests/filters/lowpass.cir
-rw-r--r-- 0/0           13219 2010-10-04 17:32 ngspice-22/tests/filters/Makefile.in
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/tests/mos6/
-rw-r--r-- 0/0             276 2010-09-17 12:11 ngspice-22/tests/mos6/Makefile.am
-rw-r--r-- 0/0            1419 2009-02-22 14:29 ngspice-22/tests/mos6/simpleinv.cir
-rw-r--r-- 0/0           25767 2005-08-27 14:53 ngspice-22/tests/mos6/simpleinv.out
-rw-r--r-- 0/0           13228 2010-10-04 17:32 ngspice-22/tests/mos6/Makefile.in
-rw-r--r-- 0/0            3619 2009-02-22 14:29 ngspice-22/tests/mos6/mos6inv.cir
-rw-r--r-- 0/0           75216 2005-08-27 14:53 ngspice-22/tests/mos6/mos6inv.out
-rw-r--r-- 0/0             680 2001-12-07 10:02 ngspice-22/tests/ChangeLog
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/tests/sensitivity/
-rw-r--r-- 0/0             256 2010-09-17 12:11 ngspice-22/tests/sensitivity/Makefile.am
-rw-r--r-- 0/0           10868 2005-08-27 14:53 ngspice-22/tests/sensitivity/diffpair.out
-rw-r--r-- 0/0             570 2009-02-23 16:49 ngspice-22/tests/sensitivity/diffpair.cir
-rw-r--r-- 0/0           13228 2010-10-04 17:32 ngspice-22/tests/sensitivity/Makefile.in
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/tests/bsim1/
-rw-r--r-- 0/0             254 2010-09-17 12:11 ngspice-22/tests/bsim1/Makefile.am
-rw-r--r-- 0/0            3462 2009-02-22 13:28 ngspice-22/tests/bsim1/test.cir
-rw-r--r-- 0/0           13210 2010-10-04 17:32 ngspice-22/tests/bsim1/Makefile.in
-rw-r--r-- 0/0           53486 2003-08-24 13:58 ngspice-22/tests/bsim1/test.out
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/tests/vbic/
-rw-r--r-- 0/0           47185 2009-03-08 11:59 ngspice-22/tests/vbic/FO.out
-rw-r--r-- 0/0             492 2009-02-22 14:29 ngspice-22/tests/vbic/FG.cir
-rw-r--r-- 0/0           28232 2009-03-15 18:40 ngspice-22/tests/vbic/diffamp.out
-rw-r--r-- 0/0            4853 2004-08-09 11:20 ngspice-22/tests/vbic/temp.out
-rw-r--r-- 0/0             346 2010-09-17 12:11 ngspice-22/tests/vbic/Makefile.am
-rw-r--r-- 0/0           35455 2009-03-08 11:59 ngspice-22/tests/vbic/CEamp.out
-rw-r--r-- 0/0            4856 2004-08-09 11:20 ngspice-22/tests/vbic/FG.out
-rw-r--r-- 0/0             627 2009-03-08 12:17 ngspice-22/tests/vbic/noise_scale_test.cir
-rw-r--r-- 0/0             493 2009-02-22 14:29 ngspice-22/tests/vbic/FO.cir
-rw-r--r-- 0/0            1258 2009-02-22 14:29 ngspice-22/tests/vbic/diffamp.cir
-rw-r--r-- 0/0            4415 2009-03-08 12:17 ngspice-22/tests/vbic/noise_scale_test.out
-rw-r--r-- 0/0           13296 2010-10-04 17:32 ngspice-22/tests/vbic/Makefile.in
-rw-r--r-- 0/0             472 2009-02-22 14:29 ngspice-22/tests/vbic/temp.cir
-rw-r--r-- 0/0             584 2009-03-08 11:59 ngspice-22/tests/vbic/CEamp.cir
-rw-r--r-- 0/0             947 2005-09-06 16:30 ngspice-22/tests/README
drwxrwxrwx 0/0               0 2010-10-04 17:33 ngspice-22/tests/transient/
